group,variable,value
9- iPhone 11 64Go,Xperia 5 II,0
9- iPhone 11 64Go,Galaxy Z Fold 2,0.25
9- iPhone 11 64Go,iPhone 12 mini 256Go,0
9- iPhone 11 64Go,iPhone 12 Pro 256Go,0
9- iPhone 11 64Go,A53s,0
10- iPhone 6s 32Go,A72,0.27
10- iPhone 6s 32Go,CORE-X4,0
10- iPhone 6s 32Go,FIND X2 NEO,0
10- iPhone 6s 32Go,Galaxy A42 5G,0
10- iPhone 6s 32Go,Galaxy A80,0
10- iPhone 6s 32Go,Galaxy Note 10 Lite,0
10- iPhone 6s 32Go,Galaxy Note20,0.27
10- iPhone 6s 32Go,Galaxy Note20 5G,0.27
10- iPhone 6s 32Go,Galaxy Note20 Ultra 5G,0
10- iPhone 6s 32Go,Galaxy S10 128Go,0.53
10- iPhone 6s 32Go,Galaxy S10+ 128Go,0
10- iPhone 6s 32Go,Galaxy S20,0
10- iPhone 6s 32Go,Galaxy S20 5G,0
10- iPhone 6s 32Go,Galaxy S20 FE,1.87
10- iPhone 6s 32Go,Galaxy S20 FE 5G,0.8
10- iPhone 6s 32Go,Galaxy S20 Ultra 5G,0
10- iPhone 6s 32Go,Galaxy S20+,0.53
10- iPhone 6s 32Go,Galaxy S20+ 5G,0
10- iPhone 6s 32Go,Galaxy Z Flip,0
10- iPhone 6s 32Go,iPhone 11 128Go,2.4
10- iPhone 6s 32Go,iPhone 11 256Go,0.27
10- iPhone 6s 32Go,iPhone 11 64Go,31.47
10- iPhone 6s 32Go,iPhone 11 Pro 256Go,0
10- iPhone 6s 32Go,iPhone 11 Pro 64Go,1.07
10- iPhone 6s 32Go,iPhone 11 Pro Max 256Go,0.53
10- iPhone 6s 32Go,iPhone 11 Pro Max 64Go,0
10- iPhone 6s 32Go,iPhone 12 128Go,3.2
10- iPhone 6s 32Go,iPhone 12 64Go,19.2
10- iPhone 6s 32Go,iPhone 12 mini 128Go,2.4
10- iPhone 6s 32Go,iPhone 12 mini 64Go,6.67
10- iPhone 6s 32Go,iPhone 12 Pro 128Go,1.07
10- iPhone 6s 32Go,iPhone 12 Pro Max 128Go,5.33
10- iPhone 6s 32Go,iPhone 12 Pro Max 256Go,0.53
10- iPhone 6s 32Go,iPhone 12 Pro Max 512Go,0
10- iPhone 6s 32Go,iPhone 7 32Go,0
10- iPhone 6s 32Go,iPhone SE 2020 128Go,0.53
10- iPhone 6s 32Go,iPhone SE 2020 256Go,0.27
10- iPhone 6s 32Go,iPhone SE 2020 64Go,14.13
10- iPhone 6s 32Go,iPhone XR 128Go,0
10- iPhone 6s 32Go,iPhone XR 64Go,3.2
10- iPhone 6s 32Go,Mi 10,0.8
10- iPhone 6s 32Go,MI 10 LITE,0
10- iPhone 6s 32Go,Mi 10T,0
10- iPhone 6s 32Go,Mi 10T Lite,0.27
10- iPhone 6s 32Go,MI 10T PRO,0.8
10- iPhone 6s 32Go,Mi Note 10,0
10- iPhone 6s 32Go,nova 5t,0
10- iPhone 6s 32Go,P30,0.27
10- iPhone 6s 32Go,P30 Pro 128Go,0.53
10- iPhone 6s 32Go,P40,0
10- iPhone 6s 32Go,P40 PRO,0.27
10- iPhone 6s 32Go,Reno 4Z,0
10- iPhone 6s 32Go,S43,0
10- iPhone 6s 32Go,TREKKER-X4,0
10- iPhone 6s 32Go,Xperia 5 II,0
10- iPhone 6s 32Go,Galaxy Z Fold 2,0
10- iPhone 6s 32Go,iPhone 12 mini 256Go,0
10- iPhone 6s 32Go,iPhone 12 Pro 256Go,0.27
10- iPhone 6s 32Go,A53s,0
